servicemix-http:
inboundExchanges,inboundExchangeRate,outboundExchanges,outboundExchangeRate
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,0,0.0
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
0,0.0,1,0.016813504606900263
